"Topical Trust Flow","Topic","External Referring URLs","Links From Ref Domains","Ref Domains"
55,"Arts/Movies",698409,3062776,8069
53,"Arts/Performing Arts",30252,1179973,6842
52,"Arts/Illustration",2191,691311,890
51,"Sports/Wrestling",1144,25874,245
49,"Arts/Television",132653,1018175,5687
48,"Business/Arts and Entertainment",21234,1789780,5595
48,"Business/Telecommunications",3933,144926,2642
44,"Arts/Literature",42852,1760522,8907
44,"Society/Government",11561,560113,7250
44,"Computers/Programming/Languages",7866,5087026,7702
43,"Arts/Comics",21894,328655,3191
41,"Arts/Animation",83076,1658480,5726
41,"Arts/Music",41232,2367288,18164
41,"Arts/Awards",1175,3258,30
40,"Computers/Software/Operating Systems",26573,4111907,6821
40,"News/Magazines and E-zines",23242,353706,3682
40,"Games/Video Games/Developers and Publishers",626,119783,874
38,"Society/People",95828,7629190,19653
38,"Computers/Internet/On the Web",29816,3481219,9754
38,"Computers/Internet",9957,357018,7120
37,"Recreation/Travel",45719,1742690,24140
37,"Business/Industrial Goods and Services",23397,430778,4569
37,"Arts/People",14251,209317,1603
36,"Business/Business Services",5967,334785,6747
35,"Home/Consumer Information",27476,334163,2391
35,"Arts/Entertainment",5226,234877,1010
34,"Business",32041,1815236,19614
34,"News/Newspapers",13793,276689,5460
34,"Reference/Biography",2206,27583,127
33,"Society/Religion and Spirituality",26218,1317443,13214
33,"Society/Issues",16290,1594216,10887
33,"Arts/Design",12421,391709,2375
33,"Games/Video Games/Roleplaying",4633,348569,1531
33,"Society/Ethnicity",2443,60324,1700
33,"Computers/Open Source",2326,1644036,2263
33,"Computers/Data Communications",1218,23098,487
32,"Regional/Europe",459147,4487734,24059
32,"Reference/Education",31495,1051981,21559
32,"News/Media Industry",26947,554645,11286
32,"Shopping",7775,161478,2135
32,"Computers/Security",6113,2434591,2836
32,"Society/Military",1018,47421,886
32,"Shopping/Holidays",60,698,39
31,"Arts/Writers Resources",54923,219318,1970
31,"Science/Social Sciences",51490,693213,9788
31,"Arts",40603,743580,6981
31,"Computers/Internet/Web Design and Development",30701,901588,10205
31,"Computers/Software/Internet",8297,2701763,4372
31,"Society/History",7301,196174,3820
31,"Arts/Photography",6287,660520,2658
31,"Society/Activism",5750,177423,1144
31,"Arts/Visual Arts",5594,236396,3672
31,"Science/Technology",3578,584161,3524
31,"Society/Subcultures",3242,173829,1973
31,"Recreation",2695,279198,2964
31,"Computers/Internet/Access Providers",1792,77293,969
31,"Computers/FAQs  Help  and Tutorials",1264,10350,299
31,"Reference/Directories",457,124908,526
31,"Computers/Internet/Routers and Routing",326,5429,263
30,"Computers/Internet/Searching",23372,1808503,5950
30,"Computers/News and Media",18449,1762876,3336
30,"Recreation/Food",10357,566489,5037
30,"Recreation/Humor",9356,218956,2173
30,"Society",7987,345841,7617
30,"Society/Gay  Lesbian  and Bisexual",6067,145922,2324
30,"Society/Relationships",4428,252714,2069
30,"Reference/Museums",2861,167564,3458
30,"Science/Earth Sciences",2612,1518312,1426
30,"Health/Mental Health",2601,118594,2084
30,"Science/Biology",1746,84001,3283
30,"Business/Agriculture and Forestry",1123,49740,1305
30,"Society/Lifestyle Choices",989,9320,694
30,"Computers/Software/Databases",736,1415942,801
30,"Computers/Human-Computer Interaction",381,10886,342
29,"Computers/Internet/E-mail",46363,142969,1368
29,"Society/Law",26666,345910,6019
29,"Business/Publishing and Printing",21400,358569,3336
29,"Society/Politics",20620,994331,10546
29,"Computers/Systems",15836,269777,2392
29,"Shopping/Entertainment",12895,76549,778
29,"Society/Organizations",11401,377613,8801
29,"Business/Consumer Goods and Services",7049,170881,3576
29,"Computers/Hardware",5824,1792933,3400
29,"Recreation/Outdoors",4552,154550,2925
29,"Arts/Crafts",4510,93881,2017
29,"Business/Construction and Maintenance",3622,327767,4447
29,"Computers/Data Formats",3543,1972566,3164
29,"Computers/Software/Freeware",2917,65818,1108
29,"Computers/Organizations",2323,19878,526
29,"Arts/Architecture",1615,267349,1451
29,"Business/Automotive",1341,62749,1851
29,"Sports/Golf",1321,90783,1323
29,"Business/Retail Trade",918,17878,565
29,"Computers/Internet/Protocols",586,22981,695
29,"Computers/Internet/Organizations",508,13207,414
29,"Society/Transgender",452,19163,357
29,"Science/Educational Resources",143,4494,286
29,"Reference/World Records",4,455,12
28,"Home/Family",10675,724183,8951
28,"Business/Financial Services",10654,193955,5565
28,"Arts/Radio",6845,246928,4496
28,"Recreation/Radio",4810,195834,2589
28,"Sports/Football",3842,361056,1739
28,"Health/Medicine",3648,56280,2798
28,"Computers/Programming/Internet",1256,30438,868
28,"Computers/Software/Graphics",970,29732,989
28,"Computers/Internet/Proxying and Filtering",757,11837,399
28,"Games/Video Games/Platform",570,21946,135
28,"Games/Video Games/Puzzle",238,3163,148
28,"Recreation/Aviation",212,13901,617
28,"Science/Reference",187,31659,121
27,"Business/Investing",8407,49813,2475
27,"Regional/North America",8371,401646,6109
27,"Computers/Multimedia",8335,120964,1876
27,"Business/Marketing and Advertising",6393,1964473,5402
27,"News",5608,359615,2666
27,"Arts/Magazines and E-zines",5108,55445,529
27,"Business/Transportation and Logistics",2694,2145181,4707
27,"Games/Video Games/Console Platforms",1858,92179,760
27,"Society/Philosophy",1654,219541,2329
27,"Computers/Mobile Computing",1580,36317,831
27,"Sports",1498,27067,510
27,"Home/News and Media",1208,5822,302
27,"Shopping/Health",1031,57646,870
27,"Reference/Dictionaries",585,76382,1071
26,"Recreation/Pets",26233,2584199,9491
26,"News/Weblogs",11319,274692,1861
26,"Regional/Asia",9863,668549,4172
26,"Business/Real Estate",4718,802043,4325
26,"Adult/Shopping",3806,126479,2281
26,"Science/Environment",3684,186464,4369
26,"Games/Video Games/News and Reviews",3455,183056,987
26,"Business/Information Technology",1859,587162,1563
26,"Games/Video Games",1832,45462,568
26,"Games/Roleplaying",1649,34512,867
26,"Business/Directories",1407,77822,1247
26,"Regional/South America",1061,243973,1367
26,"Home",1049,24074,447
26,"Sports/Martial Arts",1021,24166,674
26,"Arts/Weblogs",941,46831,339
26,"Computers/Graphics",861,215568,887
26,"Computers/Software/Networking",268,57209,357
26,"Business/E-Commerce",257,95544,462
26,"Society/Death",238,12213,348
26,"Adult/Business",117,3762,209
26,"Computers/Programming/Compilers",60,4168,149
26,"Computers/Software/Consultants",24,661,85
25,"Health",8964,404351,3253
25,"Reference/Libraries",7451,237469,3609
25,"Arts/Online Writing",3411,185852,2627
25,"News/Breaking News",3368,58926,780
25,"Adult/Arts",2831,19581,546
25,"Arts/Genres",2404,82548,557
25,"Reference",987,468801,462
25,"Computers/Programming/Resources",965,1533344,768
25,"Science/Physics",792,265603,1465
25,"Business/Electronics and Electrical",790,41352,1294
25,"Health/Animal",576,24607,647
25,"Arts/Video",519,27761,179
25,"Computers/Consultants",334,1460820,591
25,"Computers/Software/Project Management",305,1460141,326
25,"Computers/Software/Industry-Specific",203,8837,248
25,"Games/Video Games/Music",74,7572,86
24,"Business/Food and Related Products",18103,142436,3204
24,"Home/Cooking",9812,315898,4053
24,"News/Journalism",8957,240132,2877
24,"Health/Conditions and Diseases",6376,415639,2927
24,"News/Directories",3738,94188,2114
24,"Home/Personal Finance",2654,39842,1090
24,"Society/Paranormal",2293,48002,1562
24,"Computers/Internet/News and Media",2028,110044,500
24,"Games/Board Games",2014,694227,1244
24,"Recreation/Collecting",1753,1667772,1307
24,"Business/Energy",1582,116616,2036
24,"Recreation/Living History",1564,5557,165
24,"Society/Holidays",998,38411,748
24,"Business/Healthcare",725,15517,1013
24,"News/Colleges and Universities",666,13311,538
24,"Business/International Business and Trade",564,16333,506
24,"Science/Science in Society",480,33656,772
24,"News/Weather",465,15449,531
24,"Sports/Boxing",410,7519,200
24,"News/Alternative",400,26062,747
24,"Society/Crime",266,11374,405
24,"Computers/Internet/Consultants",245,7978,123
24,"Business/Biotechnology and Pharmaceuticals",211,3953,360
24,"Reference/Quotations",176,56373,187
24,"Sports/Skating",151,4340,140
24,"Games/Trading Card Games",125,2233,87
24,"Games/Video Games/Game Design",110,6106,163
24,"Reference/Time",18,2454,92
23,"Sports/Soccer",35905,218870,3269
23,"Health/Alternative",8032,175022,1858
23,"Science/Math",5886,920194,2742
23,"Sports/Motorsports",4360,34905,925
23,"Arts/Education",2167,62026,860
23,"Home/Homemaking",1811,6200,266
23,"Society/Philanthropy",1176,86434,2264
23,"Sports/Tennis",602,51022,430
23,"Arts/Digital",445,14610,220
23,"Science/Publications",432,33792,360
23,"Games/Video Games/Downloads",335,6349,150
23,"Games/Video Games/Simulation",334,26254,374
23,"Computers/Software/Business",321,24811,590
23,"Society/Folklore",288,12161,634
23,"Games/Card Games",267,4945,164
23,"Sports/Hockey",266,8266,454
23,"Computers/Programming/Methodologies",254,15553,448
23,"Society/Genealogy",173,16234,486
23,"Games/Video Games/Cheats and Hints",102,2122,90
22,"Computers/Software/Desktop Customization",13247,31218,417
22,"Sports/Baseball",3686,54348,909
22,"Home/Gardening",3677,92164,2313
22,"Business/Management",3091,51229,1700
22,"Shopping/Publications",2628,106881,1631
22,"Society/Disabled",1877,303888,1076
22,"Computers",1611,19737,461
22,"Games/Gambling",1426,24241,748
22,"Computers/Robotics",1357,17202,267
22,"News/Analysis and Opinion",806,19267,566
22,"Games",551,13676,262
22,"Health/Nursing",500,14236,465
22,"Games/Video Games/Adventure",459,13889,322
22,"Home/Home Improvement",278,32686,370
22,"Computers/Software/Educational",252,6621,175
22,"Shopping/Music",117,8947,230
22,"Computers/Software/Document Management",98,2406,217
22,"Computers/Software/Globalization",85,5334,270
22,"Sports/Organizations",18,1094,96
21,"Shopping/Consumer Electronics",4947,38475,651
21,"Games/Video Games/Shooter",3203,161243,647
21,"Computers/Internet/Domain Names",2961,222315,932
21,"Shopping/Home and Garden",1782,39617,1109
21,"Sports/Cycling",1755,30849,1172
21,"Business/Employment",1694,67899,1966
21,"Arts/Art History",1681,25301,912
21,"Shopping/Crafts",1485,204146,540
21,"Computers/Artificial Intelligence",929,157102,846
21,"Sports/Events",682,25968,300
21,"Science/News and Media",645,60168,759
21,"Sports/Basketball",626,15584,573
21,"Recreation/Theme Parks",565,37924,309
21,"World/Italiano",561,22563,972
21,"Computers/Software",453,12227,564
21,"Computers/History",414,20662,301
21,"News/Headline Links",394,2620,198
21,"Science/Anomalies and Alternative Science",391,22533,354
21,"Computers/Programming/Personal Pages",199,1420672,431
21,"Adult/News",146,103526,110
21,"Shopping/Ethnic and Regional",141,1534,123
21,"Business/Accounting",140,56915,513
21,"Shopping/Gifts",107,2654,178
21,"Sports/Disabled",94,1972,166
21,"Computers/Computer Science/Organizations",80,7038,74
20,"Recreation/Autos",9967,577124,6887
20,"Business/Small Business",2826,62888,1625
20,"Health/Fitness",1902,33686,482
20,"Business/Hospitality",1144,33325,1129
20,"Computers/Companies",1123,154879,1000
20,"Health/Reproductive Health",999,70988,878
20,"Games/Online",918,77447,546
20,"Science/Astronomy",801,169601,1179
20,"Computers/Software/Directories",619,33355,601
20,"Health/Child Health",537,8669,362
20,"Business/Human Resources",432,6321,496
20,"Reference/Maps",325,599444,3716
20,"Home/Personal Organization",259,10261,308
20,"Business/Crypto",257,44219,521
20,"Health/Beauty",190,7538,354
20,"Computers/Hacking",177,14119,430
20,"Sports/Gaelic",58,842,52
20,"Computers/Ethics",6,1963,23
19,"Business/Opportunities",43263,32683,778
19,"Sports/Resources",2005,72782,837
19,"Shopping/Food",1637,39963,991
19,"Games/Video Games/Browser Based",1257,17419,459
19,"Computers/Software/Shareware",1214,53249,393
19,"Games/Video Games/Action",1190,53592,340
19,"Shopping/Visual Arts",1152,213190,1019
19,"Games/Video Games/Computer Platforms",893,24103,346
19,"Sports/Volleyball",856,252665,89
19,"World/Deutsch",814,25054,1095
19,"Arts/Graphic Design",654,21229,642
19,"Reference/Knowledge Management",643,31491,641
19,"Shopping/Sports",585,11266,517
19,"Home/Apartment Living",496,6882,251
19,"Computers/Computer Science/Academic Departments",388,17532,764
19,"Sports/Running",385,18005,626
19,"Games/Puzzles",254,15121,272
19,"Regional/Oceania",241,37215,492
19,"Computers/Programming/Component Frameworks",216,7262,408
19,"Shopping/Pets",142,5264,194
19,"Shopping/Vehicles",135,21069,506
19,"Business/Education and Training",114,25102,306
19,"Computers/Internet/Child Safety",109,7446,194
19,"Business/Environment",98,8680,249
19,"Sports/Gymnastics",70,19224,49
19,"Computers/Internet/FAQs  Help  and Tutorials",66,3051,49
19,"Computers/Computer Science/Computer Graphics",59,961,88
19,"Business/Business and Society",43,5226,132
19,"Computers/Internet/Commercial Services",31,529,58
18,"Recreation/Motorcycles",27955,474120,4352
18,"Computers/Internet/Resources",6703,41490,115
18,"Adult/World",5443,413521,3879
18,"Business/News and Media",1651,48694,1079
18,"Society/Work",552,10745,765
18,"Recreation/Boating",533,81323,973
18,"Computers/Chats and Forums",528,25841,527
18,"Health/Addictions",436,7148,455
18,"Sports/Water Sports",362,9968,679
18,"Arts/Organizations",313,34438,396
18,"Science/Agriculture",264,159297,1084
18,"Health/Education",258,4763,153
18,"Shopping/Toys and Games",232,7828,271
18,"Shopping/Recreation",191,13217,440
18,"Computers/Emulators",121,7056,350
18,"Computers/Computer Science/Distributed Computing",88,5051,187
18,"Games/Video Games/Emulation",60,5561,176
18,"Games/Video Games/Fighting",35,2310,54
18,"Computers/Computer Science",13,967,76
18,"Home/Software",10,870,7
17,"Computers/Internet/Abuse",1324,18090,311
17,"Recreation/Audio",1277,69098,320
17,"Health/News and Media",1241,38398,454
17,"Sports/Track and Field",1067,11952,362
17,"Business/Textiles and Nonwovens",1056,90426,1734
17,"Games/Miniatures",876,15447,187
17,"Games/Video Games/Multiplayer",573,5945,157
17,"Sports/Winter Sports",471,23963,783
17,"Computers/Virtual Reality",464,62288,289
17,"Recreation/Birding",318,55338,284
17,"Shopping/Classifieds",297,47227,463
17,"Arts/Humanities",237,13523,270
17,"Society/Future",210,8412,553
17,"Health/Senior Health",162,58574,653
17,"Business/Chemicals",96,8484,499
17,"Computers/Programming",86,1644,145
17,"Computers/Software/System Management",61,2917,56
17,"Computers/Software/Data Compression",46,4836,123
17,"World/Nederlands",39,3977,105
17,"Computers/Software/Marketing",35,807,138
17,"Computers/Software/Device Drivers",34,2471,72
17,"News/Internet Broadcasts",22,1622,45
17,"Sports/Extreme Sports",17,5817,40
17,"Sports/Rodeo",13,252,21
17,"Recreation/Picture Ratings",5,67,9
16,"Sports/Equestrian",7046,170712,2219
16,"Health/Dentistry",2213,47226,919
16,"Shopping/Clothing",1826,100459,925
16,"Business/Resources",930,6599,221
16,"Computers/Education",837,17621,631
16,"Society/Sexuality",605,29242,290
16,"Home/Do-It-Yourself",550,15778,414
16,"Shopping/Antiques and Collectibles",484,11745,543
16,"Recreation/Trains and Railroads",431,8334,225
16,"Recreation/Climbing",399,4588,275
16,"Reference/Encyclopedias",399,6533,161
16,"Recreation/Roads and Highways",221,4905,212
16,"Games/Coin-Op",194,10180,135
16,"Sports/Strength Sports",192,5337,168
16,"Health/Public Health and Safety",145,5181,514
16,"Computers/Software/Accounting",120,1461364,350
16,"Business/Materials",109,16730,311
16,"Computers/Internet/History",109,5921,168
16,"Reference/Archives",101,3373,246
16,"Health/Professions",52,1488,253
16,"Computers/Programming/Memory Management",6,32,8
16,"Computers/Internet/Policy",5,56,8
16,"Computers/Software/Enterprise Application Integration",1,1,1
15,"Regional/Middle East",1978,15702,646
15,"Computers/Software/Spreadsheets",492,302,58
15,"Computers/Internet/Chat",412,95440,343
15,"Science/Chemistry",393,8714,513
15,"Adult/Society",258,26193,588
15,"Recreation/Antiques",209,7914,225
15,"Computers/Internet/Statistics and Demographics",197,2468,96
15,"Recreation/Models",193,8287,401
15,"Health/Women's Health",181,45354,178
15,"Recreation/Scouting",164,3942,289
15,"News/Current Events",152,6566,258
15,"Computers/Software/File Management",143,87751,139
15,"Computers/Software/Editors",111,6888,189
15,"Business/Information Services",109,635,43
15,"Computers/Internet/Cloud Computing",104,1135,184
15,"Business/Major Companies",96,38516,288
15,"Games/Video Games/Recreation",96,3275,145
15,"Sports/Fantasy",88,6990,97
15,"Home/Urban Living",83,2958,52
15,"Health/Aging",77,1963,57
15,"Computers/Programming/Libraries",51,1264,98
15,"Computers/Internet/Cybercafes",37,980,37
15,"Computers/Computer Science/Research Institutes",35,1341,104
15,"Recreation/Kites",31,418,27
15,"Sports/Team Handball",28,1077,120
15,"Computers/Programming/Databases",26,237,51
15,"Health/Occupational Health and Safety",19,1971,87
15,"Computers/Performance and Capacity",9,295,27
14,"Health/Pharmacy",73681,266609,296
14,"Business/Associations",9226,62984,448
14,"Computers/Internet/WWW",4283,3159,71
14,"Games/Video Games/Strategy",1824,51705,475
14,"Computers/CAD and CAM",666,1392,235
14,"Computers/Shopping",449,6133,282
14,"Computers/E-Books",374,3928,157
14,"Business/Customer Service",237,1549,268
14,"Adult/Image Galleries",207,13429,324
14,"Reference/Ask an Expert",162,18446,107
14,"Science",153,16358,383
14,"Recreation/Drugs",122,2070,174
14,"Computers/Internet/Broadcasting",111,8570,103
14,"Sports/Bowling",92,17893,45
14,"Games/Video Games/Sports",92,7756,120
14,"Health/Organizations",83,1778,201
14,"Computers/Software/Configuration Management",82,36347,220
14,"News/Museums and Archives",77,1179,98
14,"Games/Resources",75,3044,46
14,"Shopping/Niche",69,4509,121
14,"Computers/Internet/Publications",56,1129,98
14,"Shopping/Death Care",41,290,33
14,"Arts/Classical Studies",31,5518,95
14,"Science/Events",23,562,34
14,"Games/Video Games/Massive Multiplayer Online",19,464,35
14,"Sports/Adventure Racing",14,262,19
14,"Computers/Programming/Graphics",14,1141,64
14,"Computers/Internet/Training",7,466,17
14,"Sports/Flying Discs",2,1084,21
14,"World/Magyar",1,62,5
13,"Arts/Chats and Forums",1389,1759,4
13,"Health/Nutrition",746,18326,495
13,"Shopping/Flowers",441,9621,250
13,"Computers/Computer Science/People",369,3150,207
13,"Shopping/Jewelry",356,24640,607
13,"Computers/Programming/Development Tools",231,4646,219
13,"Computers/Software/Disk Management",178,4281,116
13,"Games/Video Games/Clans and Guilds",112,4265,56
13,"Home/Homeowners",108,1839,21
13,"Regional/Central America",105,3787,111
13,"Computers/Software/Software Engineering",86,2471,168
13,"Computers/Speech Technology",84,1797,128
13,"Computers/Programming/Metaprogramming",82,980,37
13,"Computers/Internet/File Sharing",69,5905,72
13,"World/Català",34,1598,78
13,"Computers/Internet/Education",22,108,23
13,"Sports/Orienteering",21,368,41
13,"Computers/Software/Online Training",21,206,43
13,"Computers/Artificial Life",13,3436,76
13,"World/Russian",10,1753,53
13,"Shopping/Tools",10,267,35
13,"World/Japanese",6,1084,12
12,"Games/Video Games/Driving and Racing",853,38955,140
12,"Regional",492,41960,506
12,"Games/Video Games/Chats and Forums",339,3609,90
12,"World/Polski",235,255454,146
12,"Games/Video Games/Handheld Platforms",87,1160,52
12,"Games/Video Games/Music and Dance",80,3680,71
12,"Computers/Programming/Magazines and E-zines",65,1640,41
12,"Recreation/Parties",55,662,53
12,"Business/Aerospace and Defense",47,24643,245
12,"Games/Video Games/Construction",42,3455,31
12,"Computers/Software/Build Management",37,636,62
12,"Science/Academic Departments",18,402,29
11,"Regional/Africa",404,5082,242
11,"News/Extended Coverage",350,156,22
11,"Arts/Directories",342,4285,194
11,"Arts/Bodyart",178,1298,65
11,"Recreation/Camps",142,1992,95
11,"Recreation/Nudism",134,3241,163
11,"Games/Game Studies",124,42711,241
11,"Health/Senses",81,906,83
11,"Recreation/Guns",71,1726,182
11,"Computers/Programming/Games",61,31428,118
11,"Games/Conventions",51,3156,163
11,"Reference/Flags",46,3939,101
11,"Science/Instruments and Supplies",19,1413,122
11,"Health/Specific Substances",18,1029,51
11,"Health/Home Health",4,82,29
10,"Adult/Regional",5545,452246,4287
10,"Computers/Software/Groupware",500,5904,321
10,"Adult/Computers",452,30243,526
10,"Computers/Software/Human Resources",268,2878,210
10,"Shopping/Children",265,7860,248
10,"Games/Video Games/Action-Adventure",173,105869,128
10,"Sports/Croquet",167,3578,57
10,"Computers/Computer Science/Theoretical",159,4430,168
10,"Computers/Desktop Publishing",118,8729,180
10,"Computers/Software/Backup",101,3570,134
10,"Science/Organizations",61,3463,208
10,"Computers/Computer Science/Database Theory",58,475,36
10,"Computers/Internet/Etiquette",43,31343,54
10,"Health/Men's Health",41,2155,91
10,"Health/Resources",32,1213,106
10,"Science/Directories",27,2073,88
10,"Computers/Software/Workflow",24,1979,77
10,"Adult/Recreation",16,291,57
10,"Games/Tile Games",13,2687,31
10,"Computers/Software/Word Processors",13,4761,27
10,"Games/Video Games/Humor and Jokes",12,173,23
10,"News/Chats and Forums",10,394,33
9,"Shopping/Directories",345,18229,110
9,"Computers/Software/Retailers",243,4383,81
9,"Games/Video Games/History",116,5433,102
9,"Computers/Software/ERP",105,1387,120
9,"Shopping/Travel",93,2460,56
9,"Computers/Software/Business Drawing",84,1779,74
9,"Sports/Walking",57,3057,76
9,"Business/Wholesale Trade",48,890,62
9,"Shopping/Auctions",37,4070,90
9,"Computers/Software/Office Suites",28,10175,106
9,"Sports/Petanque",23,358,18
9,"Society/Advice",22,737,30
9,"Reference/Journals",14,538,67
9,"Computers/Algorithms",11,1417,80
9,"World/Thai",9,15,3
9,"Science/Methods and Techniques",8,1898,42
9,"Games/Video Games/Word Games",5,509,26
9,"World/Svenska",3,1417,32
9,"Games/Party Games",2,58,7
8,"Sports/Squash",5417,8323,17
8,"Home/Rural Living",336,10923,155
8,"Shopping/General Merchandise",302,34784,211
8,"World/Français",219,4530,150
8,"Shopping/Photography",167,7201,168
8,"Computers/Software/Help Desk",84,1431,117
8,"Regional/Caribbean",81,852,88
8,"Health/Directories",16,222,33
8,"Computers/Software/Manufacturing",15,762,55
8,"Science/Research Groups and Centers",11,7009,106
8,"Computers/Software/Information Retrieval",11,693,55
8,"Business/Cooperatives",11,2955,57
8,"Sports/Cue Sports",10,1225,37
8,"Computers/Software/Rentable",9,45,15
8,"News/Satire",5,173,25
8,"World/Dansk",3,8,4
8,"Computers/Programming/Drivers",2,36,4
8,"Games/Video Games/Fan Pages",1,39,8
7,"Sports/Table Tennis",129,2077,67
7,"Shopping/Office Products",109,2259,108
7,"Health/Weight Loss",99,9101,134
7,"Computers/Usenet",60,2615,135
7,"Games/Video Games/Directories",59,558,10
7,"Computers/Programming/Software Testing",51,922,129
7,"Business/Mining and Drilling",44,366,68
7,"Computers/Software/Fonts",44,4209,37
7,"Health/Support Groups",29,3432,92
7,"Sports/People",21,302,28
7,"Computers/Software/Data Administration",15,210,58
7,"Science/Software",9,511,44
7,"Computers/Software/History",8,217,12
7,"Sports/Archery",7,186,22
7,"Sports/College and University",3,269,32
7,"Sports/Animal Sports",3,997,25
6,"Games/Dice",241,1044,34
6,"World/Türkçe",61,1106,60
6,"Sports/Paintball",40,800,60
6,"Computers/Parallel Computing",30,924,89
6,"Computers/Software/Typesetting",18,23430,90
6,"Sports/Cheerleading",7,17446,39
6,"Computers/Software/Licensing",6,93,11
6,"Sports/Airsoft",5,141,27
6,"Computers/Programming/Contests",3,231,21
5,"Arts/Costumes",53,437,39
5,"Games/Developers and Publishers",38,172,31
5,"Computers/Internet/Telephony",27,3913,54
5,"Sports/Softball",27,602,76
5,"Sports/Multi-Sports",27,794,115
5,"Home/Entertaining",20,464,66
5,"Arts/Other",18,1841,111
5,"Computers/Software/Communications",15,74,11
5,"World/Norsk",14,5898,9
5,"Sports/Lacrosse",11,173,21
5,"Home/Moving and Relocating",10,169,18
5,"Sports/Laser Games",6,1544,9
5,"Games/Yard  Deck  and Table Games",4,150,10
5,"Sports/Software",3,42,9
5,"Reference/Books",2,81,22
5,"World/Bahasa Indonesia",2,315,27
5,"Computers/Supercomputing",1,108,9
5,"Computers/Software/Enterprise Information Integration",1,157,9
4,"Sports/Skateboarding",46,612,35
4,"Sports/Cricket",33,1835,99
4,"Computers/Home Automation",24,414,33
4,"Sports/Youth and High School",14,5318,171
4,"Reference/Almanacs",12,648,52
4,"World/Español",7,1048,79
4,"Computers/Computer Science/Conferences",6,791,68
4,"Computers/Software/Abandonware",4,415,28
4,"Adult/Other",1,6,4
3,"Shopping/Weddings",25,177,18
3,"World/Português",11,264,13
3,"Sports/Jai Alai",5,437,17
3,"Computers/Software/Presentation",4,56,17
3,"Computers/Bulletin Board Systems",4,232,18
3,"Home/Emergency Preparation",3,457,21
3,"Health/Conferences",1,7,3
3,"Arts/News and Media",1,68,12
3,"Reference/Bibliography",1,6547,25
3,"News/Personalized News",1,16002,22
3,"Computers/Programming/Education",1,47,8
2,"Computers/Software/Master Data Management",6,884,60
2,"Sports/Fencing",5,303,46
2,"Sports/Goalball",3,197,5
2,"Computers/Internet/Internet Fax",2,118,14
2,"World/Română",2,91,22
2,"World/Latviski",2,4,2
2,"Computers/Software/Barcode",2,146,27
2,"Sports/Team Spirit",1,15,4
2,"Games/Play-By-Mail",1,26,6
2,"Business/Other",1,9,4
1,"World/Ukrainian",6,81,7
1,"Science/Employment",4,24,3
1,"Computers/Mailing Lists",4,20,5
1,"Computers/Intranet",4,765,21
1,"Sports/Lumberjack",2,2,1
1,"Computers/Programming/Threads",1,958,10
1,"Recreation/Tobacco",1,233,29
0,"Health/Teen Health",13,226,11
0,"Shopping/Tobacco",9,183,20
0,"Sports/Darts",6,140,23
0,"Sports/Handball",6,97,3
0,"Health/Products and Shopping",2,4235,9
0,"Sports/Badminton",2,679,56
0,"Society/Support Groups",2,29,11
0,"Sports/Boomerang",1,37,7
0,"Games/Play Groups",1,66,8
0,"Computers/Programming/History",1,161,21
0,"Sports/Sepak Takraw",0,8,1
0,"Computers/Computer Science/Reference",0,2,1
0,"Reference/Knots",0,17,11
0,"Sports/Pesäpallo",0,11,3
0,"Computers/Computer Science/Publications",0,1416,58
0,"Computers/Software/News and Media",0,169,12
0,"Computers/Software/Document Imaging",0,110,19
0,"Computers/Software/Conferences and Trade Shows",0,547,19
0,"World/Bosanski",0,134,17
0,"Games/History",0,1,1
0,"Recreation/Other",0,8,4
0,"Regional/Polar Regions",0,3733,19
0,"News/Other",0,220,4
0,"Computers/Other",0,135,9
0,"World/Sardu",0,1,1
0,"Science/Search Engines",0,299,5
0,"Games/Video Games/Educational",0,92,14
0,"Computers/Software/Search Engines",0,778,7
0,"Sports/Bocce",0,8,2
0,"Games/Paper and Pencil",0,170,3
0,"Computers/Programming/FAQs  Help  and Tutorials",0,6,3
0,"Reference/Parliamentary Procedure",0,7,4
0,"World/Suomi",0,5,2
0,"Computers/Software/Year 2000",0,12,2
0,"Computers/Programming/Agents",0,14,1
0,"Reference/Thesauri",0,71,4
0,"Sports/Rope Skipping",0,4,2
0,"Games/Hand Games",0,209,9
0,"Health/Services",0,66,14
0,"World/Lietuvių",0,7,4
0,"World/Bulgarian",0,34,11
0,"Recreation/Locks",0,46,4
0,"Computers/Programming/Operating Systems",0,30,9
0,"Sports/Women",0,10,1
0,"Sports/Greyhound Racing",0,781,9
0,"Computers/Programming/Disassemblers",0,742,5
0,"Adult/Games",0,32,9
0,"Computers/Software/Object-Oriented",0,5412,23
0,"World/Hrvatski",0,87,8
0,"Sports/Informal Sports",0,1,1
0,"Recreation/Knives",0,1,1
0,"Sports/Rounders",0,1,1
0,"Health/Search Engines",0,27,5
0,"Sports/Korfball",0,47,6
0,"Sports/Paddleball",0,440,4
0,"Sports/Racquetball",0,14,2
0,"Games/Video Games/Humorous",0,17,1
0,"World/Srpski",0,3,2
0,"World/Chinese Simplified",0,7,1
0,"Computers/Software/Diagnostics",0,112,18
